CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN
13,Hidalgo,043,Nicolás Flores
14,Jalisco,043,La Huerta
15,México,043,Xalatlaco
16,Michoacán de Ocampo,043,Jacona
19,Nuevo León,043,Rayones
20,Oaxaca,043,Heroica Ciudad de Juchitán de Zaragoza
21,Puebla,043,Cuetzalan del Progreso
24,San Luis Potosí,043,Tierra Nueva
26,Sonora,043,Nogales
28,Tamaulipas,043,Xicoténcatl
29,Tlaxcala,043,Yauhquemehcan
30,Veracruz de Ignacio de la Llave,043,Comapa
31,Yucatán,043,Kaua
32,Zacatecas,043,Susticacán
07,Chiapas,044,Ixtapa
08,Chihuahua,044,Matamoros
11,Guanajuato,044,Villagrán
12,Guerrero,044,Mochitlán
13,Hidalgo,044,Nopala de Villagrán
14,Jalisco,044,Ixtlahuacán de los Membrillos
15,México,044,Jaltenco
16,Michoacán de Ocampo,044,Jiménez
19,Nuevo León,044,Sabinas Hidalgo
20,Oaxaca,044,Loma Bonita
21,Puebla,044,Cuyoaco
24,San Luis Potosí,044,Vanegas
26,Sonora,044,Onavas
29,Tlaxcala,044,Zacatelco
30,Veracruz de Ignacio de la Llave,044,Córdoba
31,Yucatán,044,Kinchil
32,Zacatecas,044,Tabasco
07,Chiapas,045,Ixtapangajoya
08,Chihuahua,045,Meoqui
11,Guanajuato,045,Xichú
12,Guerrero,045,Olinalá
13,Hidalgo,045,Omitlán de Juárez
14,Jalisco,045,Ixtlahuacán del Río
15,México,045,Jilotepec
16,Michoacán de Ocampo,045,Jiquilpan
19,Nuevo León,045,Salinas Victoria
20,Oaxaca,045,Magdalena Apasco
21,Puebla,045,Chalchicomula de Sesma
24,San Luis Potosí,045,Venado
26,Sonora,045,Opodepe
29,Tlaxcala,045,Benito Juárez
30,Veracruz de Ignacio de la Llave,045,Cosamaloapan de Carpio
31,Yucatán,045,Kopomá
32,Zacatecas,045,Tepechitlán
07,Chiapas,046,Jiquipilas
08,Chihuahua,046,Morelos
11,Guanajuato,046,Yuriria
12,Guerrero,046,Ometepec
13,Hidalgo,046,San Felipe Orizatlán
14,Jalisco,046,Jalostotitlán
15,México,046,Jilotzingo
16,Michoacán de Ocampo,046,Juárez
19,Nuevo León,046,San Nicolás de los Garza
20,Oaxaca,046,Magdalena Jaltepec
21,Puebla,046,Chapulco
24,San Luis Potosí,046,Villa de Arriaga
26,Sonora,046,Oquitoa
29,Tlaxcala,046,Emiliano Zapata
30,Veracruz de Ignacio de la Llave,046,Cosautlán de Carvajal
31,Yucatán,046,Mama
32,Zacatecas,046,Tepetongo
07,Chiapas,047,Jitotol
08,Chihuahua,047,Moris
12,Guerrero,047,Pedro Ascencio Alquisiras
13,Hidalgo,047,Pacula
14,Jalisco,047,Jamay
15,México,047,Jiquipilco
16,Michoacán de Ocampo,047,Jungapeo
19,Nuevo León,047,Hidalgo
20,Oaxaca,047,Santa Magdalena Jicotlán
21,Puebla,047,Chiautla
24,San Luis Potosí,047,Villa de Guadalupe
26,Sonora,047,Pitiquito
29,Tlaxcala,047,Lázaro Cárdenas
30,Veracruz de Ignacio de la Llave,047,Coscomatepec
31,Yucatán,047,Maní
32,Zacatecas,047,Teúl de González Ortega
07,Chiapas,048,Juárez
08,Chihuahua,048,Namiquipa
12,Guerrero,048,Petatlán
13,Hidalgo,048,Pachuca de Soto
14,Jalisco,048,Jesús María
15,México,048,Jocotitlán
16,Michoacán de Ocampo,048,Lagunillas
19,Nuevo León,048,Santa Catarina
20,Oaxaca,048,Magdalena Mixtepec
21,Puebla,048,Chiautzingo
24,San Luis Potosí,048,Villa de la Paz
26,Sonora,048,Puerto Peñasco
29,Tlaxcala,048,La Magdalena Tlaltelulco
30,Veracruz de Ignacio de la Llave,048,Cosoleacaque
31,Yucatán,048,Maxcanú
32,Zacatecas,048,Tlaltenango de Sánchez Román
07,Chiapas,049,Larráinzar
08,Chihuahua,049,Nonoava
12,Guerrero,049,Pilcaya
13,Hidalgo,049,Pisaflores
14,Jalisco,049,Jilotlán de los Dolores
15,México,049,Joquicingo
16,Michoacán de Ocampo,049,Madero
19,Nuevo León,049,Santiago
20,Oaxaca,049,Magdalena Ocotlán
21,Puebla,049,Chiconcuautla
24,San Luis Potosí,049,Villa de Ramos
26,Sonora,049,Quiriego
29,Tlaxcala,049,San Damián Texóloc
30,Veracruz de Ignacio de la Llave,049,Cotaxtla
31,Yucatán,049,Mayapán
32,Zacatecas,049,Valparaíso
07,Chiapas,050,La Libertad
08,Chihuahua,050,Nuevo Casas Grandes
12,Guerrero,050,Pungarabato
13,Hidalgo,050,Progreso de Obregón
14,Jalisco,050,Jocotepec
15,México,050,Juchitepec
16,Michoacán de Ocampo,050,Maravatío
19,Nuevo León,050,Vallecillo
20,Oaxaca,050,Magdalena Peñasco
21,Puebla,050,Chichiquila
24,San Luis Potosí,050,Villa de Reyes
26,Sonora,050,Rayón
29,Tlaxcala,050,San Francisco Tetlanohcan
30,Veracruz de Ignacio de la Llave,050,Coxquihui
31,Yucatán,050,Mérida
32,Zacatecas,050,Vetagrande
07,Chiapas,051,Mapastepec
08,Chihuahua,051,Ocampo
12,Guerrero,051,Quechultenango
13,Hidalgo,051,Mineral de la Reforma
14,Jalisco,051,Juanacatlán
15,México,051,Lerma
16,Michoacán de Ocampo,051,Marcos Castellanos
19,Nuevo León,051,Villaldama
20,Oaxaca,051,Magdalena Teitipac
21,Puebla,051,Chietla
24,San Luis Potosí,051,Villa Hidalgo
26,Sonora,051,Rosario
29,Tlaxcala,051,San Jerónimo Zacualpan
30,Veracruz de Ignacio de la Llave,051,Coyutla
31,Yucatán,051,Mocochá
32,Zacatecas,051,Villa de Cos
07,Chiapas,052,Las Margaritas
08,Chihuahua,052,Ojinaga
12,Guerrero,052,San Luis Acatlán
13,Hidalgo,052,San Agustín Tlaxiaca
14,Jalisco,052,Juchitlán
15,México,052,Malinalco
16,Michoacán de Ocampo,052,Lázaro Cárdenas
20,Oaxaca,052,Magdalena Tequisistlán
21,Puebla,052,Chigmecatitlán
24,San Luis Potosí,052,Villa Juárez
26,Sonora,052,Sahuaripa
29,Tlaxcala,052,San José Teacalco
30,Veracruz de Ignacio de la Llave,052,Cuichapa
31,Yucatán,052,Motul
32,Zacatecas,052,Villa García
07,Chiapas,053,Mazapa de Madero
08,Chihuahua,053,Praxedis G. Guerrero
12,Guerrero,053,San Marcos
13,Hidalgo,053,San Bartolo Tutotepec
14,Jalisco,053,Lagos de Moreno
15,México,053,Melchor Ocampo
16,Michoacán de Ocampo,053,Morelia
20,Oaxaca,053,Magdalena Tlacotepec
21,Puebla,053,Chignahuapan
24,San Luis Potosí,053,Axtla de Terrazas
26,Sonora,053,San Felipe de Jesús
29,Tlaxcala,053,San Juan Huactzinco
30,Veracruz de Ignacio de la Llave,053,Cuitláhuac
31,Yucatán,053,Muna
32,Zacatecas,053,Villa González Ortega
07,Chiapas,054,Mazatán
08,Chihuahua,054,Riva Palacio
12,Guerrero,054,San Miguel Totolapan
13,Hidalgo,054,San Salvador
14,Jalisco,054,El Limón
15,México,054,Metepec
16,Michoacán de Ocampo,054,Morelos
20,Oaxaca,054,Magdalena Zahuatlán
21,Puebla,054,Chignautla
24,San Luis Potosí,054,Xilitla
26,Sonora,054,San Javier
29,Tlaxcala,054,San Lorenzo Axocomanitla
30,Veracruz de Ignacio de la Llave,054,Chacaltianguis
31,Yucatán,054,Muxupip
32,Zacatecas,054,Villa Hidalgo
07,Chiapas,055,Metapa
08,Chihuahua,055,Rosales
12,Guerrero,055,Taxco de Alarcón
13,Hidalgo,055,Santiago de Anaya
14,Jalisco,055,Magdalena
15,México,055,Mexicaltzingo
16,Michoacán de Ocampo,055,Múgica
20,Oaxaca,055,Mariscala de Juárez
21,Puebla,055,Chila
24,San Luis Potosí,055,Zaragoza
26,Sonora,055,San Luis Río Colorado
29,Tlaxcala,055,San Lucas Tecopilco
30,Veracruz de Ignacio de la Llave,055,Chalma
31,Yucatán,055,Opichén
32,Zacatecas,055,Villanueva
07,Chiapas,056,Mitontic
08,Chihuahua,056,Rosario
12,Guerrero,056,Tecoanapa
13,Hidalgo,056,Santiago Tulantepec de Lugo Guerrero
14,Jalisco,056,Santa María del Oro
15,México,056,Morelos
16,Michoacán de Ocampo,056,Nahuatzen
20,Oaxaca,056,Mártires de Tacubaya
21,Puebla,056,Chila de la Sal
24,San Luis Potosí,056,Villa de Arista
26,Sonora,056,San Miguel de Horcasitas
29,Tlaxcala,056,Santa Ana Nopalucan
30,Veracruz de Ignacio de la Llave,056,Chiconamel
31,Yucatán,056,Oxkutzcab
32,Zacatecas,056,Zacatecas
07,Chiapas,057,Motozintla
08,Chihuahua,057,San Francisco de Borja
12,Guerrero,057,Técpan de Galeana
13,Hidalgo,057,Singuilucan
14,Jalisco,057,La Manzanilla de la Paz
15,México,057,Naucalpan de Juárez
16,Michoacán de Ocampo,057,Nocupétaro
20,Oaxaca,057,Matías Romero Avendaño
21,Puebla,057,Honey
24,San Luis Potosí,057,Matlapa
26,Sonora,057,San Pedro de la Cueva
29,Tlaxcala,057,Santa Apolonia Teacalco
30,Veracruz de Ignacio de la Llave,057,Chiconquiaco
31,Yucatán,057,Panabá
32,Zacatecas,057,Trancoso
07,Chiapas,058,Nicolás Ruíz
08,Chihuahua,058,San Francisco de Conchos
12,Guerrero,058,Teloloapan
13,Hidalgo,058,Tasquillo
14,Jalisco,058,Mascota
15,México,058,Nezahualcóyotl
16,Michoacán de Ocampo,058,Nuevo Parangaricutiro
20,Oaxaca,058,Mazatlán Villa de Flores
21,Puebla,058,Chilchotla
24,San Luis Potosí,058,El Naranjo
26,Sonora,058,Santa Ana
29,Tlaxcala,058,Santa Catarina Ayometla
30,Veracruz de Ignacio de la Llave,058,Chicontepec
31,Yucatán,058,Peto
32,Zacatecas,058,Santa María de la Paz
07,Chiapas,059,Ocosingo
08,Chihuahua,059,San Francisco del Oro
12,Guerrero,059,Tepecoacuilco de Trujano
13,Hidalgo,059,Tecozautla
14,Jalisco,059,Mazamitla
15,México,059,Nextlalpan
16,Michoacán de Ocampo,059,Nuevo Urecho
20,Oaxaca,059,Miahuatlán de Porfirio Díaz
21,Puebla,059,Chinantla
26,Sonora,059,Santa Cruz
29,Tlaxcala,059,Santa Cruz Quilehtla
30,Veracruz de Ignacio de la Llave,059,Chinameca
31,Yucatán,059,Progreso
07,Chiapas,060,Ocotepec
08,Chihuahua,060,Santa Bárbara
12,Guerrero,060,Tetipac
13,Hidalgo,060,Tenango de Doria
14,Jalisco,060,Mexticacán
15,México,060,Nicolás Romero
16,Michoacán de Ocampo,060,Numarán
20,Oaxaca,060,Mixistlán de la Reforma
21,Puebla,060,Domingo Arenas
26,Sonora,060,Sáric
29,Tlaxcala,060,Santa Isabel Xiloxoxtla
30,Veracruz de Ignacio de la Llave,060,Chinampa de Gorostiza
31,Yucatán,060,Quintana Roo
07,Chiapas,061,Ocozocoautla de Espinosa
08,Chihuahua,061,Satevó
12,Guerrero,061,Tixtla de Guerrero
13,Hidalgo,061,Tepeapulco
14,Jalisco,061,Mezquitic
15,México,061,Nopaltepec
16,Michoacán de Ocampo,061,Ocampo
20,Oaxaca,061,Monjas
21,Puebla,061,Eloxochitlán
26,Sonora,061,Soyopa
30,Veracruz de Ignacio de la Llave,061,Las Choapas
31,Yucatán,061,Río Lagartos
07,Chiapas,062,Ostuacán
08,Chihuahua,062,Saucillo
12,Guerrero,062,Tlacoachistlahuaca
13,Hidalgo,062,Tepehuacán de Guerrero
14,Jalisco,062,Mixtlán
15,México,062,Ocoyoacac
16,Michoacán de Ocampo,062,Pajacuarán
20,Oaxaca,062,Natividad
21,Puebla,062,Epatlán
26,Sonora,062,Suaqui Grande
30,Veracruz de Ignacio de la Llave,062,Chocamán
31,Yucatán,062,Sacalum
07,Chiapas,063,Osumacinta
08,Chihuahua,063,Temósachic
12,Guerrero,063,Tlacoapa
13,Hidalgo,063,Tepeji del Río de Ocampo
14,Jalisco,063,Ocotlán
15,México,063,Ocuilan
16,Michoacán de Ocampo,063,Panindícuaro
20,Oaxaca,063,Nazareno Etla
21,Puebla,063,Esperanza
26,Sonora,063,Tepache
30,Veracruz de Ignacio de la Llave,063,Chontla
31,Yucatán,063,Samahil
07,Chiapas,064,Oxchuc
08,Chihuahua,064,El Tule
12,Guerrero,064,Tlalchapa
13,Hidalgo,064,Tepetitlán
14,Jalisco,064,Ojuelos de Jalisco
15,México,064,El Oro
16,Michoacán de Ocampo,064,Parácuaro
20,Oaxaca,064,Nejapa de Madero
21,Puebla,064,Francisco Z. Mena
26,Sonora,064,Trincheras
30,Veracruz de Ignacio de la Llave,064,Chumatlán
31,Yucatán,064,Sanahcat
07,Chiapas,065,Palenque
08,Chihuahua,065,Urique
12,Guerrero,065,Tlalixtaquilla de Maldonado
13,Hidalgo,065,Tetepango
14,Jalisco,065,Pihuamo
15,México,065,Otumba
16,Michoacán de Ocampo,065,Paracho
20,Oaxaca,065,Ixpantepec Nieves
21,Puebla,065,General Felipe Ángeles
26,Sonora,065,Tubutama
30,Veracruz de Ignacio de la Llave,065,Emiliano Zapata
31,Yucatán,065,San Felipe
07,Chiapas,066,Pantelhó
08,Chihuahua,066,Uruachi
12,Guerrero,066,Tlapa de Comonfort
13,Hidalgo,066,Villa de Tezontepec
14,Jalisco,066,Poncitlán
15,México,066,Otzoloapan
16,Michoacán de Ocampo,066,Pátzcuaro
20,Oaxaca,066,Santiago Niltepec
21,Puebla,066,Guadalupe
26,Sonora,066,Ures
30,Veracruz de Ignacio de la Llave,066,Espinal
31,Yucatán,066,Santa Elena
07,Chiapas,067,Pantepec
08,Chihuahua,067,Valle de Zaragoza
12,Guerrero,067,Tlapehuala
13,Hidalgo,067,Tezontepec de Aldama
14,Jalisco,067,Puerto Vallarta
15,México,067,Otzolotepec
16,Michoacán de Ocampo,067,Penjamillo
20,Oaxaca,067,Oaxaca de Juárez
21,Puebla,067,Guadalupe Victoria
26,Sonora,067,Villa Hidalgo
30,Veracruz de Ignacio de la Llave,067,Filomeno Mata
31,Yucatán,067,Seyé
07,Chiapas,068,Pichucalco
12,Guerrero,068,La Unión de Isidoro Montes de Oca
13,Hidalgo,068,Tianguistengo
14,Jalisco,068,Villa Purificación
15,México,068,Ozumba
16,Michoacán de Ocampo,068,Peribán
20,Oaxaca,068,Ocotlán de Morelos
21,Puebla,068,Hermenegildo Galeana
26,Sonora,068,Villa Pesqueira
30,Veracruz de Ignacio de la Llave,068,Fortín
31,Yucatán,068,Sinanché
07,Chiapas,069,Pijijiapan
12,Guerrero,069,Xalpatláhuac
13,Hidalgo,069,Tizayuca
14,Jalisco,069,Quitupan
15,México,069,Papalotla
16,Michoacán de Ocampo,069,La Piedad
20,Oaxaca,069,La Pe
21,Puebla,069,Huaquechula
26,Sonora,069,Yécora
30,Veracruz de Ignacio de la Llave,069,Gutiérrez Zamora
31,Yucatán,069,Sotuta
07,Chiapas,070,El Porvenir
12,Guerrero,070,Xochihuehuetlán
13,Hidalgo,070,Tlahuelilpan
14,Jalisco,070,El Salto
15,México,070,La Paz
16,Michoacán de Ocampo,070,Purépero
20,Oaxaca,070,Pinotepa de Don Luis
21,Puebla,070,Huatlatlauca
26,Sonora,070,General Plutarco Elías Calles
30,Veracruz de Ignacio de la Llave,070,Hidalgotitlán
31,Yucatán,070,Sucilá
07,Chiapas,071,Villa Comaltitlán
12,Guerrero,071,Xochistlahuaca
13,Hidalgo,071,Tlahuiltepa
14,Jalisco,071,San Cristóbal de la Barranca
15,México,071,Polotitlán
16,Michoacán de Ocampo,071,Puruándiro
20,Oaxaca,071,Pluma Hidalgo
21,Puebla,071,Huauchinango
26,Sonora,071,Benito Juárez
30,Veracruz de Ignacio de la Llave,071,Huatusco
31,Yucatán,071,Sudzal
07,Chiapas,072,Pueblo Nuevo Solistahuacán
12,Guerrero,072,Zapotitlán Tablas
13,Hidalgo,072,Tlanalapa
14,Jalisco,072,San Diego de Alejandría
15,México,072,Rayón
16,Michoacán de Ocampo,072,Queréndaro
20,Oaxaca,072,San José del Progreso
21,Puebla,072,Huehuetla
26,Sonora,072,San Ignacio Río Muerto
30,Veracruz de Ignacio de la Llave,072,Huayacocotla
31,Yucatán,072,Suma
07,Chiapas,073,Rayón
12,Guerrero,073,Zirándaro
13,Hidalgo,073,Tlanchinol
14,Jalisco,073,San Juan de los Lagos
15,México,073,San Antonio la Isla
16,Michoacán de Ocampo,073,Quiroga
20,Oaxaca,073,Putla Villa de Guerrero
21,Puebla,073,Huehuetlán el Chico
30,Veracruz de Ignacio de la Llave,073,Hueyapan de Ocampo
31,Yucatán,073,Tahdziú
07,Chiapas,074,Reforma
12,Guerrero,074,Zitlala
13,Hidalgo,074,Tlaxcoapan
14,Jalisco,074,San Julián
15,México,074,San Felipe del Progreso
16,Michoacán de Ocampo,074,Cojumatlán de Régules
20,Oaxaca,074,Santa Catarina Quioquitani
21,Puebla,074,Huejotzingo
30,Veracruz de Ignacio de la Llave,074,Huiloapan de Cuauhtémoc
31,Yucatán,074,Tahmek
07,Chiapas,075,Las Rosas
12,Guerrero,075,Eduardo Neri
13,Hidalgo,075,Tolcayuca
14,Jalisco,075,San Marcos
15,México,075,San Martín de las Pirámides
16,Michoacán de Ocampo,075,Los Reyes
20,Oaxaca,075,Reforma de Pineda
21,Puebla,075,Hueyapan
30,Veracruz de Ignacio de la Llave,075,Ignacio de la Llave
31,Yucatán,075,Teabo
07,Chiapas,076,Sabanilla
12,Guerrero,076,Acatepec
13,Hidalgo,076,Tula de Allende
14,Jalisco,076,San Martín de Bolaños
15,México,076,San Mateo Atenco
16,Michoacán de Ocampo,076,Sahuayo
20,Oaxaca,076,La Reforma
21,Puebla,076,Hueytamalco
30,Veracruz de Ignacio de la Llave,076,Ilamatlán
31,Yucatán,076,Tecoh
07,Chiapas,077,Salto de Agua
12,Guerrero,077,Marquelia
13,Hidalgo,077,Tulancingo de Bravo
14,Jalisco,077,San Martín Hidalgo
15,México,077,San Simón de Guerrero
16,Michoacán de Ocampo,077,San Lucas
20,Oaxaca,077,Reyes Etla
21,Puebla,077,Hueytlalpan
30,Veracruz de Ignacio de la Llave,077,Isla
31,Yucatán,077,Tekal de Venegas
07,Chiapas,078,San Cristóbal de las Casas
12,Guerrero,078,Cochoapa el Grande
13,Hidalgo,078,Xochiatipan
14,Jalisco,078,San Miguel el Alto
15,México,078,Santo Tomás
16,Michoacán de Ocampo,078,Santa Ana Maya
20,Oaxaca,078,Rojas de Cuauhtémoc
21,Puebla,078,Huitzilan de Serdán
30,Veracruz de Ignacio de la Llave,078,Ixcatepec
31,Yucatán,078,Tekantó
07,Chiapas,079,San Fernando
12,Guerrero,079,José Joaquín de Herrera
13,Hidalgo,079,Xochicoatlán
14,Jalisco,079,Gómez Farías
15,México,079,Soyaniquilpan de Juárez
16,Michoacán de Ocampo,079,Salvador Escalante
20,Oaxaca,079,Salina Cruz
21,Puebla,079,Huitziltepec
30,Veracruz de Ignacio de la Llave,079,Ixhuacán de los Reyes
31,Yucatán,079,Tekax
07,Chiapas,080,Siltepec
12,Guerrero,080,Juchitán
13,Hidalgo,080,Yahualica
14,Jalisco,080,San Sebastián del Oeste
15,México,080,Sultepec
16,Michoacán de Ocampo,080,Senguio
20,Oaxaca,080,San Agustín Amatengo
21,Puebla,080,Atlequizayan
30,Veracruz de Ignacio de la Llave,080,Ixhuatlán del Café
31,Yucatán,080,Tekit
07,Chiapas,081,Simojovel
12,Guerrero,081,Iliatenco
13,Hidalgo,081,Zacualtipán de Ángeles
14,Jalisco,081,Santa María de los Ángeles
15,México,081,Tecámac
16,Michoacán de Ocampo,081,Susupuato
20,Oaxaca,081,San Agustín Atenango
21,Puebla,081,Ixcamilpa de Guerrero
30,Veracruz de Ignacio de la Llave,081,Ixhuatlancillo
31,Yucatán,081,Tekom
07,Chiapas,082,Sitalá
13,Hidalgo,082,Zapotlán de Juárez
14,Jalisco,082,Sayula
15,México,082,Tejupilco
16,Michoacán de Ocampo,082,Tacámbaro
20,Oaxaca,082,San Agustín Chayuco
21,Puebla,082,Ixcaquixtla
30,Veracruz de Ignacio de la Llave,082,Ixhuatlán del Sureste
31,Yucatán,082,Telchac Pueblo
07,Chiapas,083,Socoltenango
13,Hidalgo,083,Zempoala
14,Jalisco,083,Tala
15,México,083,Temamatla
16,Michoacán de Ocampo,083,Tancítaro
20,Oaxaca,083,San Agustín de las Juntas
21,Puebla,083,Ixtacamaxtitlán
30,Veracruz de Ignacio de la Llave,083,Ixhuatlán de Madero
31,Yucatán,083,Telchac Puerto
07,Chiapas,084,Solosuchiapa
13,Hidalgo,084,Zimapán
14,Jalisco,084,Talpa de Allende
15,México,084,Temascalapa
16,Michoacán de Ocampo,084,Tangamandapio
20,Oaxaca,084,San Agustín Etla
21,Puebla,084,Ixtepec
30,Veracruz de Ignacio de la Llave,084,Ixmatlahuacan
31,Yucatán,084,Temax
07,Chiapas,085,Soyaló
14,Jalisco,085,Tamazula de Gordiano
15,México,085,Temascalcingo
16,Michoacán de Ocampo,085,Tangancícuaro
20,Oaxaca,085,San Agustín Loxicha
21,Puebla,085,Izúcar de Matamoros
30,Veracruz de Ignacio de la Llave,085,Ixtaczoquitlán
31,Yucatán,085,Temozón
07,Chiapas,086,Suchiapa
14,Jalisco,086,Tapalpa
15,México,086,Temascaltepec
16,Michoacán de Ocampo,086,Tanhuato
20,Oaxaca,086,San Agustín Tlacotepec
21,Puebla,086,Jalpan
30,Veracruz de Ignacio de la Llave,086,Jalacingo
31,Yucatán,086,Tepakán
07,Chiapas,087,Suchiate
14,Jalisco,087,Tecalitlán
15,México,087,Temoaya
16,Michoacán de Ocampo,087,Taretan
20,Oaxaca,087,San Agustín Yatareni
21,Puebla,087,Jolalpan
30,Veracruz de Ignacio de la Llave,087,Xalapa
31,Yucatán,087,Tetiz
07,Chiapas,088,Sunuapa
14,Jalisco,088,Tecolotlán
15,México,088,Tenancingo
16,Michoacán de Ocampo,088,Tarímbaro
20,Oaxaca,088,San Andrés Cabecera Nueva
21,Puebla,088,Jonotla
30,Veracruz de Ignacio de la Llave,088,Jalcomulco
31,Yucatán,088,Teya
07,Chiapas,089,Tapachula
14,Jalisco,089,Techaluta de Montenegro
15,México,089,Tenango del Aire
16,Michoacán de Ocampo,089,Tepalcatepec
20,Oaxaca,089,San Andrés Dinicuiti
21,Puebla,089,Jopala
30,Veracruz de Ignacio de la Llave,089,Jáltipan
31,Yucatán,089,Ticul
07,Chiapas,090,Tapalapa
14,Jalisco,090,Tenamaxtlán
15,México,090,Tenango del Valle
16,Michoacán de Ocampo,090,Tingambato
20,Oaxaca,090,San Andrés Huaxpaltepec
21,Puebla,090,Juan C. Bonilla
30,Veracruz de Ignacio de la Llave,090,Jamapa
31,Yucatán,090,Timucuy
07,Chiapas,091,Tapilula
14,Jalisco,091,Teocaltiche
15,México,091,Teoloyucan
16,Michoacán de Ocampo,091,Tingüindín
20,Oaxaca,091,San Andrés Huayápam
21,Puebla,091,Juan Galindo
30,Veracruz de Ignacio de la Llave,091,Jesús Carranza
31,Yucatán,091,Tinum
07,Chiapas,092,Tecpatán
14,Jalisco,092,Teocuitatlán de Corona
15,México,092,Teotihuacán
16,Michoacán de Ocampo,092,Tiquicheo de Nicolás Romero
20,Oaxaca,092,San Andrés Ixtlahuaca
21,Puebla,092,Juan N. Méndez
30,Veracruz de Ignacio de la Llave,092,Xico
31,Yucatán,092,Tixcacalcupul
07,Chiapas,093,Tenejapa
14,Jalisco,093,Tepatitlán de Morelos
15,México,093,Tepetlaoxtoc
16,Michoacán de Ocampo,093,Tlalpujahua
20,Oaxaca,093,San Andrés Lagunas
21,Puebla,093,Lafragua
30,Veracruz de Ignacio de la Llave,093,Jilotepec
31,Yucatán,093,Tixkokob
07,Chiapas,094,Teopisca
14,Jalisco,094,Tequila
15,México,094,Tepetlixpa
16,Michoacán de Ocampo,094,Tlazazalca
20,Oaxaca,094,San Andrés Nuxiño
21,Puebla,094,Libres
30,Veracruz de Ignacio de la Llave,094,Juan Rodríguez Clara
31,Yucatán,094,Tixmehuac
14,Jalisco,095,Teuchitlán
15,México,095,Tepotzotlán
16,Michoacán de Ocampo,095,Tocumbo
20,Oaxaca,095,San Andrés Paxtlán
21,Puebla,095,La Magdalena Tlatlauquitepec
30,Veracruz de Ignacio de la Llave,095,Juchique de Ferrer
31,Yucatán,095,Tixpéhual
07,Chiapas,096,Tila
14,Jalisco,096,Tizapán el Alto
15,México,096,Tequixquiac
16,Michoacán de Ocampo,096,Tumbiscatío
20,Oaxaca,096,San Andrés Sinaxtla
21,Puebla,096,Mazapiltepec de Juárez
30,Veracruz de Ignacio de la Llave,096,Landero y Coss
31,Yucatán,096,Tizimín
07,Chiapas,097,Tonalá
14,Jalisco,097,Tlajomulco de Zúñiga
15,México,097,Texcaltitlán
16,Michoacán de Ocampo,097,Turicato
20,Oaxaca,097,San Andrés Solaga
21,Puebla,097,Mixtla
30,Veracruz de Ignacio de la Llave,097,Lerdo de Tejada
31,Yucatán,097,Tunkás
07,Chiapas,098,Totolapa
14,Jalisco,098,San Pedro Tlaquepaque
15,México,098,Texcalyacac
16,Michoacán de Ocampo,098,Tuxpan
20,Oaxaca,098,San Andrés Teotilálpam
21,Puebla,098,Molcaxac
30,Veracruz de Ignacio de la Llave,098,Magdalena
31,Yucatán,098,Tzucacab
07,Chiapas,099,La Trinitaria
14,Jalisco,099,Tolimán
15,México,099,Texcoco
16,Michoacán de Ocampo,099,Tuzantla
20,Oaxaca,099,San Andrés Tepetlapa
21,Puebla,099,Cañada Morelos
30,Veracruz de Ignacio de la Llave,099,Maltrata
31,Yucatán,099,Uayma
07,Chiapas,100,Tumbalá
14,Jalisco,100,Tomatlán
15,México,100,Tezoyuca
16,Michoacán de Ocampo,100,Tzintzuntzan
20,Oaxaca,100,San Andrés Yaá
21,Puebla,100,Naupan
30,Veracruz de Ignacio de la Llave,100,Manlio Fabio Altamirano
31,Yucatán,100,Ucú
07,Chiapas,101,Tuxtla Gutiérrez
14,Jalisco,101,Tonalá
15,México,101,Tianguistenco
16,Michoacán de Ocampo,101,Tzitzio
20,Oaxaca,101,San Andrés Zabache
21,Puebla,101,Nauzontla
30,Veracruz de Ignacio de la Llave,101,Mariano Escobedo
31,Yucatán,101,Umán
07,Chiapas,102,Tuxtla Chico
14,Jalisco,102,Tonaya
15,México,102,Timilpan
16,Michoacán de Ocampo,102,Uruapan
20,Oaxaca,102,San Andrés Zautla
21,Puebla,102,Nealtican
30,Veracruz de Ignacio de la Llave,102,Martínez de la Torre
31,Yucatán,102,Valladolid
07,Chiapas,103,Tuzantán
14,Jalisco,103,Tonila
15,México,103,Tlalmanalco
16,Michoacán de Ocampo,103,Venustiano Carranza
20,Oaxaca,103,San Antonino Castillo Velasco
21,Puebla,103,Nicolás Bravo
30,Veracruz de Ignacio de la Llave,103,Mecatlán
31,Yucatán,103,Xocchel
07,Chiapas,104,Tzimol
14,Jalisco,104,Totatiche
15,México,104,Tlalnepantla de Baz
16,Michoacán de Ocampo,104,Villamar
20,Oaxaca,104,San Antonino el Alto
21,Puebla,104,Nopalucan
30,Veracruz de Ignacio de la Llave,104,Mecayapan
31,Yucatán,104,Yaxcabá
07,Chiapas,105,Unión Juárez
14,Jalisco,105,Tototlán
15,México,105,Tlatlaya
16,Michoacán de Ocampo,105,Vista Hermosa
20,Oaxaca,105,San Antonino Monte Verde
21,Puebla,105,Ocotepec
30,Veracruz de Ignacio de la Llave,105,Medellín
31,Yucatán,105,Yaxkukul
07,Chiapas,106,Venustiano Carranza
14,Jalisco,106,Tuxcacuesco
15,México,106,Toluca
16,Michoacán de Ocampo,106,Yurécuaro
20,Oaxaca,106,San Antonio Acutla
21,Puebla,106,Ocoyucan
